FILE_NAME,HAND_ID,MP_HANDEDNESS,WRIST_x,WRIST_y,THUMB_CMC_x,THUMB_CMC_y,THUMB_MCP_x,THUMB_MCP_y,THUMB_IP_x,THUMB_IP_y,THUMB_TIP_x,THUMB_TIP_y,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_TIP_x,RING_FINGER_TIP_y,PINKY_MCP_x,PINKY_MCP_y,PINKY_PIP_x,PINKY_PIP_y,PINKY_DIP_x,PINKY_DIP_y,PINKY_TIP_x,PINKY_TIP_y,BASE_NAME,IMG_FILE_NAME,HYPOTHENAR_x,HYPOTHENAR_y,HANDEDNESS
IMG_0001.json,0,1,0.9538262486457825,0.5263912677764893,0.8247760534286499,0.3857271671295166,0.6437227725982666,0.30580246448516846,0.5281722545623779,0.20522066950798035,0.5046567916870117,0.08951246738433838,0.4563750922679901,0.49689531326293945,0.29202204942703247,0.5320691466331482,0.2006406933069229,0.5656057596206665,0.1249021589756012,0.5986315608024597,0.47164952754974365,0.6100589036941528,0.287362664937973,0.6744056940078735,0.17699399590492249,0.7198742628097534,0.08394977450370789,0.7636837959289551,0.528874397277832,0.7027543783187866,0.35903283953666687,0.7679260969161987,0.2563123404979706,0.8030521869659424,0.16190361976623535,0.8350147008895874,0.6178937554359436,0.7832378149032593,0.5117442011833191,0.865990400314331,0.44110092520713806,0.9102829694747925,0.36838555335998535,0.9443628787994385,IMG_0001,IMG_0001.JPG,0.7944344703770198,0.6416666666666667,1
IMG_0002.json,0,0,0.9834739565849304,0.4408677816390991,0.8590012788772583,0.6085392236709595,0.7053036689758301,0.7387133836746216,0.5988680124282837,0.8569979667663574,0.5405119061470032,0.9667038917541504,0.49566102027893066,0.49390482902526855,0.3192734718322754,0.4760451912879944,0.21702641248703003,0.4554559588432312,0.13221588730812073,0.43738991022109985,0.4986977279186249,0.38121411204338074,0.2925678491592407,0.33160167932510376,0.16932108998298645,0.2981087267398834,0.07461407780647278,0.2688339948654175,0.5435566902160645,0.283033162355423,0.36459848284721375,0.2288137674331665,0.25909489393234253,0.20049189031124115,0.16534832119941711,0.17847350239753723,0.6193126440048218,0.1930319219827652,0.5033075213432312,0.12599602341651917,0.4297429025173187,0.09341710805892944,0.35707998275756836,0.06517478823661804,IMG_0002,IMG_0002.JPG,0.8024800708591674,0.2972222222222222,0
IMG_0003.json,0,1,0.9688716530799866,0.5874859094619751,0.8820505738258362,0.40074121952056885,0.7207139134407043,0.28092074394226074,0.5672163963317871,0.18995659053325653,0.47873643040657043,0.07736581563949585,0.48072561621665955,0.4250195324420929,0.2983819246292114,0.3998831510543823,0.1935012936592102,0.4039052724838257,0.09454503655433655,0.41256681084632874,0.4697408378124237,0.5603882074356079,0.2626717686653137,0.5932720899581909,0.14009937644004822,0.6248388886451721,0.02943846583366394,0.6604567170143127,0.5063406229019165,0.6858402490615845,0.3189387321472168,0.743853747844696,0.2077036201953888,0.7831977009773254,0.10305804014205933,0.8198229074478149,0.5763943195343018,0.7995322346687317,0.4427400231361389,0.8769797682762146,0.3574029803276062,0.9196006655693054,0.2703753709793091,0.9450951218605042,IMG_0003,IMG_0003.JPG,0.7768339768339768,0.6814814814814815,1
IMG_0004.json,0,0,0.9526148438453674,0.5258045196533203,0.8394432067871094,0.7006890773773193,0.6761468052864075,0.7959954738616943,0.5449619889259338,0.8483973145484924,0.45386970043182373,0.9312594532966614,0.4636368453502655,0.5807253122329712,0.2929697036743164,0.5900332927703857,0.18698763847351074,0.5897401571273804,0.09138619899749756,0.5823062658309937,0.4644998610019684,0.4414695203304291,0.26564499735832214,0.3979039788246155,0.14802125096321106,0.362235963344574,0.051287442445755005,0.33642488718032837,0.5094521641731262,0.3312671482563019,0.33701932430267334,0.264329195022583,0.2334614098072052,0.22352612018585205,0.14129561185836792,0.1906486451625824,0.5839242339134216,0.23013347387313843,0.46004849672317505,0.1488191932439804,0.38081812858581543,0.10088548064231873,0.3041819632053375,0.05584609508514404,IMG_0004,IMG_0004.JPG,0.7831594634873323,0.3611111111111111,0
IMG_0005.json,0,1,0.9252753853797913,0.7707356214523315,0.8621326684951782,0.5417008996009827,0.7145854830741882,0.36202964186668396,0.5970051884651184,0.2200755923986435,0.5735412240028381,0.0851941704750061,0.4946078360080719,0.5036648511886597,0.3220103979110718,0.43168866634368896,0.21899151802062988,0.40070754289627075,0.12569594383239746,0.3777676820755005,0.4699208736419678,0.632888913154602,0.27204757928848267,0.6122259497642517,0.1499241590499878,0.6036513447761536,0.046166181564331055,0.5985574722290039,0.48652929067611694,0.7572032809257507,0.30202311277389526,0.752113938331604,0.19326061010360718,0.74431312084198,0.09590688347816467,0.7340177297592163,0.535510778427124,0.874459981918335,0.40158945322036743,0.9021914005279541,0.31833136081695557,0.915369987487793,0.23995566368103027,0.9123507738113403,IMG_0005,IMG_0005.JPG,0.7360703812316716,0.8268518518518518,1
IMG_0006.json,0,0,0.9860739707946777,0.4904785752296448,0.8569608926773071,0.6651028394699097,0.6809174418449402,0.7851324081420898,0.5350655317306519,0.876981258392334,0.4543614685535431,0.9858107566833496,0.48151180148124695,0.5304221510887146,0.29053401947021484,0.5337855815887451,0.18481475114822388,0.5257941484451294,0.09502798318862915,0.5128756165504456,0.48602744936943054,0.4027476906776428,0.2768116891384125,0.369046151638031,0.15689387917518616,0.34618616104125977,0.06289157271385193,0.3211459219455719,0.5351141691207886,0.29457688331604004,0.3452281951904297,0.2359948456287384,0.23289525508880615,0.2045438289642334,0.13777634501457214,0.17215192317962646,0.6192219257354736,0.1985994279384613,0.4847222566604614,0.13435252010822296,0.3990848660469055,0.10059921443462372,0.31993523240089417,0.06305785477161407,IMG_0006,IMG_0006.JPG,0.8080495356037152,0.3055555555555556,0
IMG_0007.json,0,1,0.9295651912689209,0.7935174703598022,0.8916488885879517,0.5118809938430786,0.7372549772262573,0.2956506907939911,0.6024336218833923,0.15737715363502502,0.5270403027534485,0.040601640939712524,0.4968125820159912,0.4379408359527588,0.3082152009010315,0.4249763786792755,0.1958095133304596,0.43983209133148193,0.08945596218109131,0.4480004906654358,0.479494571685791,0.5838155746459961,0.2757668197154999,0.5939396619796753,0.1528736650943756,0.5968230366706848,0.04798775911331177,0.5951998233795166,0.5058075785636902,0.7195620536804199,0.31785398721694946,0.7411016225814819,0.2047296166419983,0.746229350566864,0.10094380378723145,0.7465986609458923,0.5608626008033752,0.8467130064964294,0.41938498616218567,0.9027034044265747,0.33124250173568726,0.932907223701477,0.24815064668655396,0.9468647837638855,IMG_0007,IMG_0007.JPG,0.7705156136528686,0.7666666666666667,1
IMG_0008.json,0,0,0.9892246723175049,0.4206015467643738,0.8772764205932617,0.6203147172927856,0.7185700535774231,0.7611466646194458,0.5885829925537109,0.8690353631973267,0.505639374256134,0.9849163293838501,0.47555896639823914,0.488442063331604,0.28944671154022217,0.4540673494338989,0.17907074093818665,0.4188893437385559,0.08240041136741638,0.3909018635749817,0.4810173809528351,0.36154937744140625,0.2775295078754425,0.3206542134284973,0.14707714319229126,0.2930718958377838,0.0363958477973938,0.26929518580436707,0.5243760347366333,0.25355595350265503,0.3381681740283966,0.2038661390542984,0.22104063630104065,0.18910716474056244,0.11611524224281311,0.1830897182226181,0.5952895879745483,0.15365475416183472,0.44846346974372864,0.09705252945423126,0.3542071580886841,0.07932969927787781,0.2647639513015747,0.06837929785251617,IMG_0008,IMG_0008.JPG,0.7977011494252874,0.2546296296296296,0
IMG_0009.json,0,1,0.9460489153862,0.6993881464004517,0.8726756572723389,0.4586513936519623,0.7265512943267822,0.2989428639411926,0.6051020622253418,0.1682456135749817,0.5279263257980347,0.054839372634887695,0.4740303158760071,0.4634712338447571,0.29334181547164917,0.5130676627159119,0.19511350989341736,0.5616208910942078,0.09448635578155518,0.6082319617271423,0.4806264340877533,0.5909516215324402,0.2854191064834595,0.6592360734939575,0.17498168349266052,0.6984206438064575,0.07201918959617615,0.728125810623169,0.5255988240242004,0.7023754715919495,0.3422967195510864,0.7757441997528076,0.23203618824481964,0.806769609451294,0.12675321102142334,0.8317450284957886,0.5935131311416626,0.8048991560935974,0.4660727381706238,0.8869339227676392,0.38343900442123413,0.9276946783065796,0.30425477027893066,0.9556092619895935,IMG_0009,IMG_0009.JPG,0.7676848874598071,0.6981481481481482,1
IMG_0010.json,0,0,0.9854488372802734,0.44103580713272095,0.8774232268333435,0.6690249443054199,0.721124529838562,0.8070731163024902,0.5799115300178528,0.8828326463699341,0.4574822783470154,0.943533718585968,0.4655613303184509,0.5499968528747559,0.2704088091850281,0.5129398703575134,0.1572776436805725,0.4667634963989258,0.0682726502418518,0.4228939414024353,0.4744657576084137,0.415801078081131,0.2586330771446228,0.36272576451301575,0.13430672883987427,0.32571911811828613,0.03632241487503052,0.2895727753639221,0.5146192312240601,0.30084240436553955,0.326640248298645,0.24108737707138062,0.211232990026474,0.21069765090942383,0.11106228828430176,0.18320763111114502,0.5859702229499817,0.18679657578468323,0.43900468945503235,0.12778376042842865,0.34944117069244385,0.10448779165744781,0.26313698291778564,0.08461800217628479,IMG_0010,IMG_0010.JPG,0.8141993957703928,0.2962962962962963,0
